ID,DESC,PROGRAM_NAME,DONOR_DESC,DONOR_NAME
216322,"Topic: Do you think parents should monitor their children: 's phones and online activities? We want to hear your honest opinion. The personal opinion expressed in your essay will in no way affect whether or not you are awarded the scholarship. We respect that everyone has their own opinions on the topic and want to hear what you have to say. We want to stress that word count is not a deciding factor in this contest. However, this is a writing contest and you are expected to express your well-thought-out ideas clearly, supported with research and evidence.",KidGuard for Education Essay Scholarship,"KidGuard is a technology services company that provides information and tools for parents to keep their kids safe online. The KidGuard Phone Monitoring service is a cell phone tracking software provided to parents to spy on their kids text messages, monitor GPS location, track phone logs, chats, allowing the parent to stay on top of risks to their children arising from the internet.",KidGuard
216323,Statistics show that 42% of teenagers with tech access have been cyberbullied over the past year and that 1 in 4 have been bullied more than once. We believe that you as high school students can give us invaluable feedback. We want to hear your honest opinion. The personal opinion expressed in your essay will in no way affect whether or not you are awarded the scholarship. We respect that everyone has their own opinions on the topic and want to hear what you have to say. There are two parts in the application: essay contest and survey questions (optional.) Please visit our site for more information.,KidGuard for Education Essay Scholarship for High School,"KidGuard is a technology services company that provides information and tools for parents to keep their kids safe online. The KidGuard Phone Monitoring service is a cell phone tracking software provided to parents to spy on their kids text messages, monitor GPS location, track phone logs, chats, allowing the parent to stay on top of risks to their children arising from the internet.",KidGuard
216325,"CSPI is a program designed for motivated individuals who demonstrate a high caliber of academic and leadership excellence and who desire to serve their country in the United States Coast Guard. Students currently enrolled, accepted for enrollment or pending enrollment in a full-time bachelor's degree program at designated college or institution with the desire to complete college and receive a guaranteed commission as an officer in the United States Coast Guard can apply for CSPI. This means that a student currently pursuing an AA/AS degree at a junior college or community college who plans to continue with their BS/BA degree may be eligible for CSPI if they are accepted for enrollment at a qualifying college.",College Student Pre-Commissioning Initiative (CSPI),"The U.S. Coast Guard is a part of the Department of Homeland Security and our mission is to protect the public, the environment, and U.S. economic interests - in the nation's ports and waterways, along the coast, on international waters, or in any maritime region as required to support national security.",U.S. Coast Guard
216326,"Applicant must be enrolled as a full-time rising sophomore, junior, or senior university student pursuing a food science degree at an IFT-approved undergraduate program. Major in agricultural engineering, biochemistry, chemical engineering, dairy science, food chemistry, food engineering, food packaging, non-thermal processing or related discipline. Applicant must demonstrate exceptional leadership experience. Applicant be a member of IFT at time of application. Mondelz International will conduct phone and video interviews for top candidates in November. Scholarship recipient will begin a (10-12 week) internship with Mondelz International beginning in mid-May/June.",Evan Turek Memorial Scholarship and Internship,"A nonprofit organization whose mission is to advance the science and technology of food through the exchange of knowledge. Its members represent a broad cross-section of food professions in industry, academia, and government throughout the world.",Institute of Food Technologists
216327,"Applicant must be enrolled as a full-time junior who will be a senior Fall 2017 pursuing a food science degree at an IFT-approved undergraduate program for the 2016-2017 academic year. Major in food science, nutrition, agricultural engineering, biochemistry, chemical engineering, dairy science, food chemistry, food engineering, food packaging, non-thermal processing or related discipline. Applicant must demonstrate exceptional leadership experience. Applicant must be an IFTSA member at the time of application. Consideration for Kraft Heinz Internship will be conducted in October/November.",Evan Turek Memorial Scholarship,"A nonprofit organization whose mission is to advance the science and technology of food through the exchange of knowledge. Its members represent a broad cross-section of food professions in industry, academia, and government throughout the world.",Institute of Food Technologists
216328,"Applicant must be enrolled as a full-time junior who will be a senior Fall 2017 pursuing a food science degree at an IFT-approved undergraduate program. Majors include food science, nutrition, agricultural engineering, biochemistry, chemical engineering, dairy science, food chemistry, food engineering, food packaging, non-thermal processing or related discipline. Applicant must demonstrate exceptional leadership experience. Applicant must be an IFTSA member at the time of application. The scholarship recipient will also have the opportunity to be considered for an internship at Kraft Heinz in the summer.",Kraft Heinz Research Scholarship,"A nonprofit organization whose mission is to advance the science and technology of food through the exchange of knowledge. Its members represent a broad cross-section of food professions in industry, academia, and government throughout the world.",Institute of Food Technologists
216329,"One scholarship and internship at PepsiCo in New York. Applicant must be enrolled in an IFT approved undergraduate or graduate program at the standing of junior or above, majoring in biochemistry, dairy science, food chemistry, food packaging, non-thermal processing or related discipline. Applicant must demonstrate exceptional leadership experience and be an IFT member at the time of application. Must have 3.0 cumulative GPA in food science.",PepsiCo Scholarship and Internship,"A nonprofit organization whose mission is to advance the science and technology of food through the exchange of knowledge. Its members represent a broad cross-section of food professions in industry, academia, and government throughout the world.",Institute of Food Technologists
216331,"To qualify, applicants must be: Montana high school seniors, Montana residents who graduated from a Montana high school and are currently attending a Montana college or university, planning on attending school at least half time, maintaining a 2.5 grade point average (GPA). To apply: Scholarship applications are available Dec. 1 - Jan. 31. Watch our website for here for more details and the application: www.ReachHigherMontana.org.",Reach Higher Montana Scholarships,"Based in Helena, Reach Higher Montana is the public benefit partnership between Student Assistance Foundation (SAF) and the Montana Higher Education Student Assistance Corporation (MHESAC). The purpose of Reach Higher Montana is to guide, prepare and support Montana students in their efforts to reach their potential through higher education. Reach Higher Montana offers a range of programs that includes outreach and education finance planning.",Reach Higher Montana
216333,"International College Counselors is giving away two (2) $250 scholarships. High school freshmen, sophomores or juniors must write an essay that addresses the following topic: You have been invited to talk to the future U.S. Secretary of Education. What�would you say? Essays must not exceed 500 words. Two winning essays will be selected: one (1) from a student in Miami Dade County, Broward County, or Palm Beach County; and one (1) at large winner from anywhere in the world, domestic or international, including home schooled students. Each winner will receive a $250 check. The goal of the International College Counselors Scholarship is to increase awareness of the value of higher education among students.",International College Counselors Scholarship,"International College Counselors is an education consulting company committed to providing college admissions assistance and college consulting to students from around the world so that they can find the right�college�fit - socially, academically and financially.",International College Counselors
216335,"Plan to help seniors in the future? You could be grandma's caregiver or the next great innovator for seniors. Whether you're pursuing technology or the arts, you're committed to improve senior care. To reward your hard work, Alert1 wants to give you a helping hand. As America's #1 medical alert, we are all about helping future leaders in senior care. Alert1 is offering a $3500 scholarship to a student attending an accredited U.S. college or university who wants to help seniors. To apply for this scholarship, follow the instructions below. Submit the online application form and answer the following three questions (under 300 words each): What is your experience with seniors? What is the most important lesson you have learned from seniors? How will you help seniors in your chosen career?",Alert1 Student for Seniors Scholarship,"For 30 years, Alert1 has been America's #1 trusted provider in senior medical alert systems. Our nationwide medical alert service has been recommended by over 10,000 healthcare professionals. The Alert1 medical alert systems include everything you need for 24/7 emergency protection and peace of mind.",AlertOne Services LLC
216336,"Program provides up to $7500 and the opportunity to complete a structured study abroad experience that can impact their overall education. The primary goal of this program is to encourage applicants to complete study or research outside the United States during the Summer 2017 between their junior and senior years. This program can also be beneficial to those candidates, who are conducting preliminary research projects for their upcoming senior year. Candidate must attend a UNCF-affiliated college.",Berbeco Senior Research Fellowship,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216337,Scholarship for residents of Texas or Illinois majoring in a STEM discipline. The scholarship is renewable over four years or graduation to students who meet the renewal criteria.,Blue Cross Blue Shield of Illinois and Blue Cross Blue Shield of Texas Scholarship,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216338,"Scholarship directed to students who are dependents of current or retired employees (parent, legal guardian, or foster parent) of the City of Chicago and their sister agencies. Applicants must attend HBCU or UNCF-affiliated colleges and have a financial.",City of Chicago Scholarship,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216339,"Scholarship and internship opportunities to African American students attending HBCUs, and are planning to pursue a career in supply chain management, engineering, or sales. The program selects interns to work at Colgate-Palmolive's Commercial (Sales and Marketing) OR its Global Supply Chain Division. The internship program includes: participation in a 4-day professional development Student Leadership Conference (SLC) prior to the start of their internship; 10-Week Summer internship at Colgate-Palmolive; scholarship at the beginning of the fall semester, following their summer internship, of up to $5000 (based on need).",Colgate�Palmolive Corporate Scholars Program,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216340,Up to $5000 award for students attending HBCUs. Candidates can major in any field of study but must have a desired interest in entertainment and media.,Comcast NBCUniversal Scholarship,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216341,Scholarship to support engineering and business students at accredited 4 year colleges and universities. Students must have a 2.75 GPA minimum.,Cooper Industries,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216342,"Scholarship up to $4500 based on need. Students must major or have an academic focus in Supply Chain Management, Engineering, Electrical Engineering, Computer Science or Information Technology. Applicants may be considered for 10-week summer internship opportunities at Dell HQ in Round Rock, TX.",Dell Corporate Scholars Program,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216343,"Up to $4500 scholarships for high school seniors entering any Historically Black College or University (HBCU). Applicants must have a demonstrated, unmet, financial need.",FedEx/UNCF Scholarship Program,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216344,"Scholarship for students from the New England region of the United States (CT, VT, ME, MA, RI). Candidates must be college freshmen at a UNCF-affiliated college at the time of application. Annually renewable at $5,000 per year for a total scholarship of $20,000.",Hausman Family Charitable Trust Scholarship,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216345,Scholarships and an Internship program for the summer for 1st and 2nd year law students. The intent of the internship program is to hire exceptional talent in hopes of converting to full-time hires upon graduation based on performance and business need.,Health Care Navigator (HCN) Scholarship/Internship for Law Students,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216346,"Scholarship up to $5000 based on need, to support deserving students. Must attend one of the 37 UNCF member institutions. Applicants must be majoring in communications, mass communications, mass media arts, music and performing arts.",John Lennon Endowed Scholarship Program,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216347,Up to $2500 scholarship for qualifying students who attend a Historically Black College or University. The recipient's parent or legal guardian must be a policy holder of Kemper Mutual Savings Life Insurance. Children or dependents of Kemper Home Services Companies' employees are ineligible to apply.,Mutual Savings Life Company Scholarship (Kemper),"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216348,"Up to $10,000 scholarship for students in undergraduate or master's program. Must major in business-related disciplines, communications, engineering, information technology or public relations.",NASCAR Black History Month Awards,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216349,Up to $4000 scholarship program for qualified students entering or enrolled in a UNCF member college/university. Applicant must be Pell Grant eligible and have a demonstrated financial need.,Pennsylvania State Employees Combined Campaign Scholarship (SECA),"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216350,Up to $5000 for academically achieving undergraduate students at accredited four-year colleges or universities within the United States. Focus on providing financial assistance to ensure students have access to quality education toward a successful career in the STEM industry.,Procter & Gamble STEM Scholarship,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216351,"Up to $5000 scholarship for academically achieving undergraduate students at any accredited four-year colleges or universities within the United States. The scholarship is focused on majors in business, information technology and public relations.",Procter & Gamble General Scholarship,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216352,Up to $2500 scholarship for qualifying students who attend a Historically Black College or University (HBCU). The recipient's parent or legal guardian must be a policy holder of Kemper Reliable Life Insurance. Children or dependents of Kemper Home Services Companies' employees are ineligible to apply.,Reliable Life Insurance Company Scholarship (Kemper),"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216353,Up to $3500 need-base scholarship for physically and mentally challenged students. Must attend one of the 37 UNCF member colleges or universities.,Robert Dole Scholarship for Disabled Students,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216354,Scholarship for students from the state of Michigan attending an accredited 4-year college or university in the United States.,Rollin M. Gerstacker Foundation Scholarship,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216355,Up to $2500 scholarships for students from Indiana currently attending a 4-year U.S. accredited college or university.,Ronald McDonald House of Charities for Central Indiana Scholarship,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216356,"$5000 scholarship and paid internship. Applicant must be college sophomore or junior at the time of application. Major in Accounting, Business Administration, Civil Engineering, Communications, Computer Science, Electrical Engineering, English, Environmental Engineering, Environmental Science(s), Health and Safety (Select Environmental Science), Finance, Human Resources, Marketing, Mechanical Engineering, Political Science, Pre-law or Sociology.",SUEZ Corporate Scholars Program,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216357,"Tiered tuition scholarship for talented African-American high school students who aspire to earn STEM (science, technology, engineering and mathematics) degrees and pursue careers in STEM fields. $2,500 per academic year for freshmen and sophomores, $5,000 for juniors and seniors, and an additional $5,000 for students whose academic programs require a fifth year. Must have demonstrated unmet financial need.",UNCF STEM Scholars Program,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216358,"Up to $5000 scholarship; summer internship; stipend and travel expenses to the UNCF Student Leadership Conference. Applicant must be an under-represented minority college student enrolled at an accredited four-year college or university with preference given to students attending private or public historically black colleges and universities. (Students residing in/or attending school near Plano, TX and Atlanta, GA will receive priority consideration for internships designated in those locations). Must be classified as sophomores (rising juniors) or juniors (rising seniors) at time of application and demonstrate unmet financial need.",UNCF/Alliance Data Scholarship and Internship Program,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216359,"Up to $5000 scholarship and paid summer internship for minority college sophomores with an interest in pursuing a career in the hospitality industry and whose experience in their first two years of college demonstrates leadership and strategic and analytical ability. Minimum 2.75 GPA. Open to transfer students from community colleges that have been accepted into an accredited four-year college or university. Majoring in hospitality management and/or administration, tourism, culinary arts, business, finance, communications, marketing or other related field.",UNCF/Carnival Corporate Scholars Program,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216360,"Scholarship for African-American students with unmet financial need. Selected Scholars shall be expected to participate in Travelers-sponsored online and/or on site career readiness opportunities. Applicants must be pursuing a major in a business-related field, risk management or insurance and reside in California, Colorado, Florida, Georgia, Illinois, Massachusetts, Missouri, North Carolina, Texas or Washington.",UNCF/Travelers Insurance Scholarship,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216361,Up to $2500 for students who attend a Historically Black College or University (HBCU). the scholarship recipient's parent or legal guardian must be a policy holder Kemper United National Life Insurance. Children or dependents of Kemper Home Services Companies' employees are ineligible to apply.,Union National Life Insurance Company Scholarship (Kemper),"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216362,"Scholarship open to students attending one of the 37 UNCF member colleges or universities, planning to pursue a degree that will lead to a career in the primary care industry. Must be sophomores or juniors. Must major in one of the following academic areas, behavioral health, biochemistry, biological sciences, biology, biomedical research, biotechnical health, medicine, nursing, pharmacy, public health or radiology.",United Health Foundation Diverse Scholars Initiative,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216363,"Up to $2500 award for students attending a Historically Black College or University (HBCU). Parent or legal guardian must be a policy holder of Kemper United Insurance. Applicant must reside in California, District of Columbia, Florida, Georgia, Illinois, Indiana, Maryland, Michigan, New Jersey, North Carolina, Ohio, Pennsylvania, South Carolina, Tennessee, or Virginia. Children or dependents of Kemper Home Services Companies' employees are ineligible to apply.",United Insurance Company Scholarship (Kemper),"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216364,"Award for current juniors who are enrolled full-time at a UNCF member college or university in a restricted major in accounting, actuarial science, business/business management, finance/investment, marketing, mathematics, or quants/quantitative. Preference will be given to students with a home residence in Atlanta, GA; Hartford, CT; Jackson, Mississippi; Minneapolis, MN New York City; and Philadelphia, PA.",Voya Scholars,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216367,"The WIA Foundation is pleased to provide scholarships to women interested in a career in the aerospace field to pursue higher education degrees in engineering, math or science. One or more awards will be given each year to a rising junior or senior in college, to be applied during the upcoming academic year. To be eligible for the WIA Foundation Scholarship, an applicant must be interested in pursuing a career in the aerospace field and be a rising junior or senior working towards a Bachelor's degree in engineering, math or science. An applicant must have completed at least two and a half academic years of full-time college work at the time of application and must be currently enrolled in an accredited college or university in the United States or its territories, and plan to be enrolled in the subsequent academic year. Each applicant must have a college grade point average of at least 3.0 on a 4.0 scale. Applicants must be female of any nationality. Applications will be available on or about November 15 for the subsequent academic year.",WIA Foundation Scholarship,"The Women in Aerospace (WIA) Foundation, Inc., is a 501(c)3 organization created with three missions: increase public awareness of the importance and benefits of the aerospace field, increase public appreciation for aerospace science and technology, and inspire female students to develop the skill sets required to innovate and assume leadership roles in the development of technology in the aerospace field.",Women in Aerospace Foundation
216372,"The mission of Knowledge Is Key, Inc. (K.I.K) is to educate, encourage and support the general public by providing free educational resources and yearly academic scholarships. Each year, we award a scholarship based on the applicant's academic achievement, writing ability and community involvement. K.I.K's philanthropic efforts focus heavily on enlightening and cultivating communities and thus, scholarship recipients must also demonstrate an active commitment to community elevation. Open to all candidates attending institutions within the U.S. only. The Knowledge Is Key, Inc. Scholarship is available to any individual of any generation who has been accepted to and at time of receipt can prove enrollment in an accredited college, university or trade school.","Knowledge Is Key, Inc. Scholarship Award","The mission of Knowledge Is Key, Inc. (K.I.K) is to educate, encourage and support the general public by providing free educational resources and yearly academic scholarships. Each year, we award a scholarship based on the applicant's academic achievement, writing ability and community involvement. K.I.K's philanthropic efforts focus heavily on enlightening and cultivating communities and thus, scholarship recipients must also demonstrate an active commitment to community elevation.","Knowledge Is Key, Inc."
216374,"The Women In STEM Scholarship is available to undergraduate and graduate female students. You must be pursuing a degree in science, technology, engineering, or mathematics to be eligible for this award.",BHW Women in STEM Scholarship,"We are a web and mobile app design and development company based in Austin, TX. We have built over 300 apps over the past 12 years.",BHW Group
216375,One $500 scholarship for a Georgia resident who is a student with an active Amateur Radio license studying at an accredited 4-year college or university. Must be between the ages of 17 and 25 at the time of the award. Preference is given to students performing at a high academic level.,Atlanta Radio Club Scholarship,"Organization associated with ARRL, for Amateur Radio Operators in the U.S. It administers programs to support the Amateur Radio Community.",ARRL Foundation Inc.
216376,"One $500 scholarship for a student with active Amateur Radio license who is studying science, science education, math, math education, engineering, or technology at any accredited 2- or 4-year college or university. Student must reside in ARRL New England Division (Connecticut, Rhode Island, Vermont, Maine, New Hampshire).","CTRI/Chris Seeber, KA1GEU, Memorial Scholarship","Organization associated with ARRL, for Amateur Radio Operators in the U.S. It administers programs to support the Amateur Radio Community.",ARRL Foundation Inc.
216377,"$1000 scholarship for a student with active Amateur Radio license who is studying science, technology, engineering, or mathematics at any accredited college or university. Preference will be given to previous recipients if eligibility requirements continue to be met. If no such applicant is identified, preference is given to applicants attending Arizona State University. Minimum 3.0 GPA required. Applicants may receive this scholarship multiple times provided they reapply each year and continue to meet eligibility requirements, up to four years for undergraduate study and up to two years for graduate study.","Dan Huettl, WZ7U, Memorial Scholarship","Organization associated with ARRL, for Amateur Radio Operators in the U.S. It administers programs to support the Amateur Radio Community.",ARRL Foundation Inc.
216378,"One $1000 scholarship for a student with active General Class amateur radio license who is studying at any accredited 4-year college or university. Preference is given to residents of Texas, If no qualified applicant is identified, preference will be given to residents of Arkansas. If no qualified applicant is identified, preference will be given to residents of the ARRL West Gulf (Texas, Oklahoma) or Delta (Arkansas, Louisiana, Mississippi, Tennessee) Divisions. Preference is given to women Amateur Radio operators who are performing at a high academic level. Preference is given to applicants who have made a contact in the AM mode, but is not required.",Helen Laughlin AM Mode Memorial Scholarship,"Organization associated with ARRL, for Amateur Radio Operators in the U.S. It administers programs to support the Amateur Radio Community.",ARRL Foundation Inc.
216379,"One $1000 scholarship for a student with active Technical Class amateur radio license who is studying science, technology, engineering, or mathematics at any accredited 2- or 4-year college or university. Must reside in ARRL Northwestern Division (Washington, Oregon, Idaho, Montana, Alaska), with preference given to residents of Oregon.","Lois Manley, K7LMZ, and Randall Pitchford, WW7ZZ, Scholarship","Organization associated with ARRL, for Amateur Radio Operators in the U.S. It administers programs to support the Amateur Radio Community.",ARRL Foundation Inc.
216380,"One $1000 scholarship for a student with active General Class or higher Amateur Radio license who is studying at any accredited 4-year college or university. Must be studying science, math, engineering, or technology.",W1FDR Scholarship,"Organization associated with ARRL, for Amateur Radio Operators in the U.S. It administers programs to support the Amateur Radio Community.",ARRL Foundation Inc.
216382,"Acceptable essays will be between 700�1,000 words long that answer the question: How has your family contributed to who you are today? All entries should be sent to scholarship@4feldco.com. Send your entry to us as an email attachment and include your full name, a headshot of yourself (.png or .jpg format), mobile phone number and address in the email. The scholarship will be awarded to the applicant that best demonstrates in their own words, how their family has contributed to who they are today. Please use the full word limit (700�1,000 words) to best describe how your family has shaped your life. The winner of the scholarship will be notified by phone, email and/or U.S. mail by July 5th, 2017. Your emailed entry must be received by June, 15th 2017. Applications received after the deadline will not be considered. Proof of enrollment must be provided with your email submission. This can include a digital scan of your unofficial transcript, letter from admissions or acceptance letter on a school letterhead.","Feldco Windows, Siding and Doors Scholarship","Feldco has been a leader in replacement windows, siding and doors since 1976. Our goal is total customer satisfaction from project quote to final installation. We call it, ""customer delight"".","Feldco Windows, Siding and Doors"
216388,"Two $1000 scholarships for men and women with hemophilia and an inhibitor. Joe Holibaugh (1971- 2006) was one of the founding figures of Matrix Health Group. Living with severe hemophilia and an inhibitor, Joe met many challenges. He faced these difficulties as opportunities to grow, embracing life fully with his entire being. Joe worked hard to impart this approach to others, bringing many together with his unique style of wit and humor. Joe's work lives on in the hearts of his many friends and family who love him dearly. He will always be remembered for his strength, love, and resolve to make a difference for the bleeding disorders community.",Joe Holibaugh Memorial Scholarship,Matrix Health Group is a specialty pharmacy -Dedicated to Making a Difference- in the lives of people with bleeding disorders. We are a nationwide organization committed to providing outstanding services with a family feel. Matrix Health Group is helping individuals improve health and successfully manage life with a bleeding disorder.,Matrix Health Group
216389,"Two $1000 scholarships for men with hemophilia. Tim Kennedy (1962- 2011) was a tenured employee at Matrix Health Group and a respected name in the bleeding disorders community. Those who knew Tim remember him for his ability to make most anyone smile and share a hearty laugh. Though life had dealt him a rough hand, Tim kept an air about him that was truly inspiring. As a father and husband, the love he showed his two children and wife knew no bounds. As a friend, he was always ready to listen, share, and comfort�-most often with his signature sense of humor. As a member of the bleeding disorders community, Tim was devoted to helping his peers look past their health conditions and enjoy every moment of life for all it is worth.",Tim Kennedy Memorial Scholarship,Matrix Health Group is a specialty pharmacy -Dedicated to Making a Difference- in the lives of people with bleeding disorders. We are a nationwide organization committed to providing outstanding services with a family feel. Matrix Health Group is helping individuals improve health and successfully manage life with a bleeding disorder.,Matrix Health Group
216390,"$1000 scholarship for men with hemophilia or von Willebrand Disease and their immediate family members. Ron Niederman�1950�1999�-was born when treatment for persons with bleeding disorders was largely nonexistent. Many of his generation faced a lifetime of pain and a great struggle for better care, while fighting against stigma and prejudice associated with having HIV in the 1980-s. Living with severe hemophilia, Ron endured challenges well beyond that of most, and faced each with grace. He exemplified the meaning of compassion towards others, action in his words and deeds, and practiced more than preached what it meant to be an advocate. He was a great friend and a trusted source of advice and wisdom to all that knew him. Ron's commitment towards the bleeding disorder community was surpassed only by his love for his family.",Ron Niederman Memorial Scholarship,Matrix Health Group is a specialty pharmacy -Dedicated to Making a Difference- in the lives of people with bleeding disorders. We are a nationwide organization committed to providing outstanding services with a family feel. Matrix Health Group is helping individuals improve health and successfully manage life with a bleeding disorder.,Matrix Health Group
216391,"$1000 scholarship for men and women with hemophilia. Mark Coats�-1956�1963�-was just a child when he passed from hemophilia-related issues. He was born in an entirely different era of bleeding disorder treatment and was not able to live a near normal life as most people with hemophilia do today. With his smiling eyes and sweet grin, we are reminded that every child deserves a chance to lead a full and happy life. We look to Mark as a reminder of what living with a bleeding disorder was like not that long ago, how blessed we are to have the treatments we have today, and just how important it is that we continue our quest to find a cure for hemophilia.",Mark Coats Memorial Scholarship,Matrix Health Group is a specialty pharmacy -Dedicated to Making a Difference- in the lives of people with bleeding disorders. We are a nationwide organization committed to providing outstanding services with a family feel. Matrix Health Group is helping individuals improve health and successfully manage life with a bleeding disorder.,Matrix Health Group
216393,"Community college can be one of the most cost-effective options for people looking to start or change their careers; however, tuition can still be a large burden for many individuals. To help those with high financial need, SR Education Group is awarding $2,500 community college scholarships. To provide our judges with a true understanding of each applicant, he or she must answer two open-ended, personal, and thought-provoking questions. The students whose responses are the most persuasive, compelling, and well-written, as judged by our panel, will be considered finalists.",Community College Scholarship,"SR Education Group is an organization responsible for creating and maintaining websites aimed at connecting students with the resources necessary to complete their educations--from learning about what degree programs are available, connecting with schools offering those programs, or finding out how other students review those schools. We award scholarships to students in need and work to provide as much support and information as possible so that online education is attainable for anyone who wants it.",SR Education Group
216395,"SR Education Group is awarding two need-based scholarships of $5,000 each quarter. The scholarships will rotate to help target under-served populations: Graduate Scholarship for Teachers: March 2017 (one $5,000 winner) -Students enrolled in a graduate program through an accredited college or university. Military Scholarships: June 2017 (two $5,000 winners) -Veterans/active military, their sons, daughters, or spouses. -Spouses, sons, and daughters of deceased veterans or deceased active duty members are also eligible. -Children of service members/veterans must be under the age of 21, or if full-time students, under the age of 23.* Scholarship for Women: September 2017 (two $5,000 winners) -Female students enrolled at a private or public educational institution, and working towards a certificate, diploma, or degree. Scholarship for Minorities: December 2017 (two $5,000 winners) -Minority students (Hispanic, African-American, Asian, or Native American ethnicity) enrolled at a private or public educational institution, and working towards a certificate, diploma, or degree. * A child is a military dependent through age 21, or through age 23, if enrolled as a full time college student.",SR Education Group $5K Scholarships,"SR Education Group is an organization responsible for creating and maintaining websites aimed at connecting students with the resources necessary to complete their educations--from learning about what degree programs are available, connecting with schools offering those programs, or finding out how other students review those schools. We award scholarships to students in need and work to provide as much support and information as possible so that online education is attainable for anyone who wants it.",SR Education Group
216398,"Dream big and tell us where you see yourself moving to start your professional life after college. Dreaming of startups in Redwood City or helping urban development in Buffalo? Focusing on intelligence and politics in Washington, D.C. or educating Bostonian minds? Whether you are planning on moving out of state or staying local, we want to know about it. In no more than 500 words, let us know where you plan to move once you finish your education and why. Winners will be chosen by committee review. Judges will be looking for passion and commitment to the dream. Applicant must be a current college student or recent college graduate (within one year) at time of award announcement on December 31, 2017. Apply online. www.unpakt.com/scholarship",Unpakt College Scholarship,"Unpakt is the website that makes it easy to compare verified moving companies, plan and book a move online and all in one place.",Unpakt LLC
