ID,DESC,PROGRAM_NAME,DONOR_DESC,DONOR_NAME
216323,Statistics show that 42% of teenagers with tech access have been cyberbullied over the past year and that 1 in 4 have been bullied more than once. We believe that you as high school students can give us invaluable feedback. We want to hear your honest opinion. The personal opinion expressed in your essay will in no way affect whether or not you are awarded the scholarship. We respect that everyone has their own opinions on the topic and want to hear what you have to say. There are two parts in the application: essay contest and survey questions (optional.) Please visit our site for more information.,KidGuard for Education Essay Scholarship for High School,"KidGuard is a technology services company that provides information and tools for parents to keep their kids safe online. The KidGuard Phone Monitoring service is a cell phone tracking software provided to parents to spy on their kids text messages, monitor gps location, track phone logs, chats, allowing the parent to stay on top of risks to their children arising from the internet.",KidGuard
216325,"CSPI is a program designed for motivated individuals who demonstrate a high caliber of academic and leadership excellence and who desire to serve their country in the United States Coast Guard. Students currently enrolled, accepted for enrollment or pending enrollment in a full-time bachelor's degree program at designated college or institution with the desire to complete college and receive a guaranteed commission as an officer in the United States Coast Guard can apply for CSPI. This means that a student currently pursuing an AA/AS degree at a junior college or community college who plans to continue with their BS/BA degree may be eligible for CSPI if they are accepted for enrollment at a qualifying college.",College Student Pre-Commissioning Initiative (CSPI),"The U.S. Coast Guard is a part of the Department of Homeland Security and our mission is to protect the public, the environment, and U.S. economic interests - in the nation's ports and waterways, along the coast, on international waters, or in any maritime region as required to support national security.",U.S. Coast Guard
216326,"Applicant must be enrolled as a full-time rising sophomore, junior, or senior university student pursuing a food science degree at an IFT-approved undergraduate program. Major in agricultural engineering, biochemistry, chemical engineering, dairy science, food chemistry, food engineering, food packaging, non-thermal processing or related discipline. Applicant must demonstrate exceptional leadership experience. Applicant be a member of IFT at time of application. Mondelz International will conduct phone and video interviews for top candidates in November. Scholarship recipient will begin a (10-12 week) internship with Mondelz International beginning in mid-May/June.",Evan Turek Memorial Scholarship and Internship,"A nonprofit organization whose mission is to advance the science and technology of food through the exchange of knowledge. Its members represent a broad cross-section of food professions in industry, academia, and government throughout the world.",Institute of Food Technologists
216327,"One award for an MS or Ph.D. student studying food science with an interest in food laws, regulation, food policy, agriculture policy, or nutrition policy. Applicant must demonstrate exceptional leadership experience. Minimum 3.0 GPA required. Applicant must be an IFTSA member at the time of application.",Evan Turek Kraft Heinz Scholarship,"A nonprofit organization whose mission is to advance the science and technology of food through the exchange of knowledge. Its members represent a broad cross-section of food professions in industry, academia, and government throughout the world.",Institute of Food Technologists
216328,Applicant must be enrolled as a full-time M.S. or Ph.D. student pursuing a food science degree at an IFT-approved institution. Applicant must demonstrate exceptional leadership experience. Applicant must be an IFTSA member at the time of application.,Kraft Heinz Research Scholarship,"A nonprofit organization whose mission is to advance the science and technology of food through the exchange of knowledge. Its members represent a broad cross-section of food professions in industry, academia, and government throughout the world.",Institute of Food Technologists
216329,"One scholarship and internship at PepsiCo. Applicant must be enrolled in an IFT approved undergraduate or graduate program at the standing of junior or above, majoring in biochemistry, dairy science, food chemistry, food packaging, non-thermal processing or related discipline. Applicant must demonstrate exceptional leadership experience and be an IFT member at the time of application. Must have 3.0 cumulative GPA in food science.",PepsiCo Scholarship and Internship,"A nonprofit organization whose mission is to advance the science and technology of food through the exchange of knowledge. Its members represent a broad cross-section of food professions in industry, academia, and government throughout the world.",Institute of Food Technologists
216331,"To qualify, applicants must be: Montana high school seniors, Montana residents who graduated from a Montana high school and are currently attending a Montana college or university, planning on attending school at least half time, maintaining a 2.5 grade point average (GPA). To apply: Scholarship applications are available Dec. 1 - Jan. 15. Watch our website for here for more details and the application: www.ReachHigherMontana.org.",Reach Higher Montana Scholarships,"Based in Helena, Reach Higher Montana is the public benefit partnership between Student Assistance Foundation (SAF) and the Montana Higher Education Student Assistance Corporation (MHESAC). The purpose of Reach Higher Montana is to guide, prepare and support Montana students in their efforts to reach their potential through higher education. Reach Higher Montana offers a range of programs that includes outreach and education finance planning.",Reach Higher Montana
216333,"International College Counselors is giving away two (2) $250 scholarships. High school freshmen, sophomores or juniors must write an essay that addresses the following topic: Brag about your high school or homeschool experience. What do you like best about it? Essays must not exceed 500 words. Two winning essays will be selected: one (1) from a student in Miami Dade County, Broward County, or Palm Beach County; and one (1) at large winner from anywhere in the world, domestic or international, including home schooled students. Each winner will receive a $250 check. The goal of the International College Counselors Scholarship is to increase awareness of the value of higher education among students.",International College Counselors Scholarship,"International College Counselors is an education consulting company committed to providing college admissions assistance and college consulting to students from around the world so that they can find the right college fit socially, academically and financially.",International College Counselors
216335,"Plan to help seniors in the future? You could be grandma's caregiver or the next great innovator for seniors. Whether you're pursuing technology or the arts, you're committed to improve senior care. To reward your hard work, Alert1 wants to give you a helping hand. As America's #1 medical alert, we're all about helping future leaders in senior care. Alert1 is offering a $250 scholarship to a student attending an accredited U.S. college or university who wants to help seniors. To apply for this scholarship, follow the instructions below. Submit the online application form and answer the following three questions (under 300 words each): What is your experience with seniors? What is the most important lesson you've learned from seniors? How will you help seniors in your chosen career?",Alert1 Student for Seniors Scholarship,"Alert1 brings peace of mind and safety to seniors with our medical alert systems. Accredited by the BBB and highly rated on Consumer Affairs, the Alert1 medical alert systems include everything your loved one needs for 24/7 emergency protection and peace of mind.","AlertOne Services, LLC"
216336,"Program provides up to $7500 and the opportunity to complete a structured study abroad experience that can impact their overall education. The primary goal of this program is to encourage applicants to complete study or research outside the United States during the Summer 2017 between their junior and senior years. This program can also be beneficial to those candidates, who are conducting preliminary research projects for their upcoming senior year. Candidate must attend a UNCF-affiliated college.",Berbeco Senior Research Fellowship,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216338,"Scholarship directed to students who are dependents of current or retired employees (parent, legal guardian, or foster parent) of the City of Chicago and their sister agencies. Applicants must attend HBCU or UNCF-affiliated colleges and have a financial.",City of Chicago Scholarship,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216346,"Scholarship up to $5000 based on need, to support deserving students. Must attend one of the 37 UNCF member institutions. Applicants must be majoring in communications, mass communications, mass media arts, music and performing arts.",John Lennon Endowed Scholarship Program,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216349,Up to $4000 scholarship program for qualified students entering or enrolled in a UNCF member college/university. Applicant must be Pell Grant eligible and have a demonstrated financial need.,Pennsylvania State Employees Combined Campaign Scholarship (SECA),"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216350,Up to $5000 for academically achieving undergraduate students at accredited four-year colleges or universities within the United States. Focus on providing financial assistance to ensure students have access to quality education toward a successful career in the STEM industry.,Procter & Gamble STEM Scholarship,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216351,"Up to $5000 scholarship for academically achieving undergraduate students at any accredited four-year colleges or universities within the United States. The scholarship is focused on majors in business, information technology and public relations.",Procter & Gamble General Scholarship,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216356,"$5000 scholarship and paid internship. Applicant must be college sophomore or junior at the time of application. Major in Accounting, Business Administration, Civil Engineering, Communications, Computer Science, Electrical Engineering, English, Environmental Engineering, Environmental Science(s), Health and Safety (Select Environmental Science), Finance, Human Resources, Marketing, Mechanical Engineering, Political Science, Pre-law or Sociology.",SUEZ Corporate Scholars Program,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216357,"Tiered tuition scholarship for talented African-American high school students who aspire to earn STEM (science, technology, engineering and mathematics) degrees and pursue careers in STEM fields. $2,500 per academic year for freshmen and sophomores, $5,000 for juniors and seniors, and an additional $5,000 for students whose academic programs require a fifth year. Must have demonstrated unmet financial need.",UNCF STEM Scholars Program,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216358,"Up to $5000 scholarship; summer internship; stipend and travel expenses to the UNCF Student Leadership Conference. Applicant must be an under-represented minority college student enrolled at an accredited four-year college or university with preference given to students attending private or public historically black colleges and universities. (Students residing in/or attending school near Plano, TX and Atlanta, GA will receive priority consideration for internships designated in those locations). Must be classified as sophomores (rising juniors) or juniors (rising seniors) at time of application and demonstrate unmet financial need.",UNCF/Alliance Data Scholarship and Internship Program,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216359,"Up to $5000 scholarship and paid summer internship for minority college sophomores and juniors with an interest in pursuing a career in the hospitality industry and whose experience in their first two years of college demonstrates leadership and strategic and analytical ability. Minimum 3.0 GPA. Open to transfer students from community colleges that have been accepted into an accredited four-year college or university. Majoring in business, communications, culinary arts, hospitality management and/or administration, tourism, finance, marketing, information technology, statistics or other related field.",UNCF/Carnival Corporate Scholars Program,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216360,"Scholarship for African-American students with unmet financial need. Selected Scholars shall be expected to participate in Travelers-sponsored online and/or on site career readiness opportunities. Applicants must be pursuing a major in a business-related field, risk management or insurance.",UNCF/Travelers Insurance Scholarship,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216364,"Award for current juniors who are enrolled full-time at a UNCF member college or university in a restricted major in accounting, actuarial science, business/business management, finance/investment, marketing, mathematics, or quants/quantitative. Preference will be given to students with a home residence in Atlanta, GA; Hartford, CT; Jackson, Mississippi; Minneapolis, MN New York City; and Philadelphia, PA.",Voya Scholars,"Organization provides operating funds and technology enhancement services for thirty-nine member historically black colleges and universities, scholarships and internships for students at about nine hundred institutions.",United Negro College Fund
216367,"The WIA Foundation is pleased to provide scholarships to women interested in a career in the aerospace field to pursue higher education degrees in engineering, math or science. One or more awards will be given each year to a rising junior or senior in college, to be applied during the upcoming academic year. To be eligible for the WIA Foundation Scholarship, an applicant must be interested in pursuing a career in the aerospace field and be a rising junior or senior working towards a Bachelor's degree in engineering, math or science. An applicant must have completed at least two and a half academic years of full-time college work at the time of application and must be currently enrolled in an accredited college or university in the United States or its territories, and plan to be enrolled in the subsequent academic year. Each applicant must have a college grade point average of at least 3.0 on a 4.0 scale. Applicants must be female of any nationality. Applications will be available on or about mid-November to mid-December for the subsequent academic year.",WIA Foundation Scholarship,"The Women in Aerospace (WIA) Foundation, Inc., is a 501(c)3 organization created with three missions: increase public awareness of the importance and benefits of the aerospace field, increase public appreciation for aerospace science and technology, and inspire female students to develop the skill sets required to innovate and assume leadership roles in the development of technology in the aerospace field.",Women in Aerospace Foundation
216372,"The mission of Knowledge Is Key, Inc. (K.I.K) is to educate, encourage and support the general public by providing free educational resources and yearly academic scholarships. Each year, we award a scholarship based on the applicant's academic achievement, writing ability and community involvement. K.I.K's philanthropic efforts focus heavily on enlightening and cultivating communities and thus, scholarship recipients must also demonstrate an active commitment to community elevation. Open to all candidates attending institutions within the U.S. only. The Knowledge Is Key, Inc. Scholarship is available to any individual of any generation who has been accepted to and at time of receipt can prove enrollment in an accredited college, university or trade school.","Knowledge Is Key, Inc. Scholarship Award","The mission of Knowledge Is Key, Inc. (K.I.K) is to educate, encourage and support the general public by providing free educational resources and yearly academic scholarships. Each year, we award a scholarship based on the applicant's academic achievement, writing ability and community involvement. K.I.K's philanthropic efforts focus heavily on enlightening and cultivating communities and thus, scholarship recipients must also demonstrate an active commitment to community elevation.","Knowledge Is Key, Inc."
216374,"The Women In STEM Scholarship is available to undergraduate and graduate female students. You must be pursuing a degree in science, technology, engineering, or mathematics to be eligible for this award.",BHW Women in STEM Scholarship,"We are a web and mobile app design and development company based in Austin, TX. We have built over 300 apps over the past 12 years.",BHW Group
216375,One $500 scholarship for a Georgia resident who is a student with an active Amateur Radio license studying at an accredited 4-year college or university. Must be between the ages of 17 and 25 at the time of the award. Preference is given to students performing at a high academic level.,Atlanta Radio Club Scholarship,"Organization associated with ARRL, for Amateur Radio Operators in the U.S. It administers programs to support the Amateur Radio Community.",ARRL Foundation Inc.
216376,"One $500 scholarship for a student with active Amateur Radio license who is studying science, science education, math, math education, engineering, or technology at any accredited 2- or 4-year college or university. Student must reside in ARRL New England Division (Connecticut, Rhode Island, Vermont, Maine, New Hampshire).","CTRI/Chris Seeber, KA1GEU, Memorial Scholarship","Organization associated with ARRL, for Amateur Radio Operators in the U.S. It administers programs to support the Amateur Radio Community.",ARRL Foundation Inc.
216377,"$2000 scholarship for a student with active Amateur Radio license who is studying science, technology, engineering, or mathematics at any accredited college or university. Preference will be given to previous recipients if eligibility requirements continue to be met. If no such applicant is identified, preference is given to applicants attending Arizona State University. Minimum 3.0 GPA required. Applicants may receive this scholarship multiple times provided they reapply each year and continue to meet eligibility requirements, up to four years for undergraduate study and up to two years for graduate study.","Dan Huettl, WZ7U, Memorial Scholarship","Organization associated with ARRL, for Amateur Radio Operators in the U.S. It administers programs to support the Amateur Radio Community.",ARRL Foundation Inc.
216378,"One $1000 scholarship for a student with active General Class amateur radio license who is studying at any accredited 4-year college or university. Preference is given to residents of Texas, If no qualified applicant is identified, preference will be given to residents of Arkansas. If no qualified applicant is identified, preference will be given to residents of the ARRL West Gulf (Texas, Oklahoma) or Delta (Arkansas, Louisiana, Mississippi, Tennessee) Divisions. Preference is given to women Amateur Radio operators who are performing at a high academic level. Preference is given to applicants who have made a contact in the AM mode, but is not required.",Helen Laughlin AM Mode Memorial Scholarship,"Organization associated with ARRL, for Amateur Radio Operators in the U.S. It administers programs to support the Amateur Radio Community.",ARRL Foundation Inc.
216379,"One $1000 scholarship for a student with active Technical Class amateur radio license who is studying science, technology, engineering, or mathematics at any accredited 2- or 4-year college or university. Must reside in ARRL Northwestern Division (Washington, Oregon, Idaho, Montana, Alaska), with preference given to residents of Oregon.","Lois Manley, K7LMZ, and Randall Pitchford, WW7ZZ, Scholarship","Organization associated with ARRL, for Amateur Radio Operators in the U.S. It administers programs to support the Amateur Radio Community.",ARRL Foundation Inc.
216380,"One $1000 scholarship for a student with active general class or higher amateur radio license who is studying at any accredited 4-year college or university. Must be studying science, math, engineering, or technology.",W1FDR Scholarship,"Organization associated with ARRL, for Amateur Radio Operators in the U.S. It administers programs to support the Amateur Radio Community.",ARRL Foundation Inc.
216382,"Acceptable essays will be between 700-1,000 words long that answer the question: How has your family contributed to who you are today? All entries should be sent to scholarship@4feldco.com. Send your entry to us as an email attachment and include your full name, a headshot of yourself (.png or .jpg format), mobile phone number and address in the email. The scholarship will be awarded to the applicant that best demonstrates in their own words, how their family has contributed to who they are today. Please use the full word limit (700-1,000 words) to best describe how your family has shaped your life. Deadlines to submit are January 15th and July 15th of each year indefinitely. Applications received after the deadline will be considered for the following deadline. Proof of enrollment must be provided with your email submission. This can include a digital scan of your unofficial transcript, letter from admissions or acceptance letter on a school letterhead.","Feldco Windows, Siding and Doors Scholarship","Feldco has been a leader in replacement windows, siding and doors since 1976. Our goal is total customer satisfaction from project quote to final installation. We call it, ""customer delight"".","Feldco Windows, Siding and Doors"
216388,"$1500 scholarship for men and women with hemophilia and an inhibitor. Joe Holibaugh (1971- 2006) Living with severe hemophilia and an inhibitor, Joe met many challenges, but he faced these difficulties as opportunities to grow, embracing life fully with his entire being. Joe worked hard to impart this approach to others, bringing many together with his unique style of wit and humor. Joe's work lives on in the hearts of his many friends and family who love him dearly. He will always be remembered for his strength, love and resolve to make a difference for the bleeding disorders community.",BioMatrix Joe Holibaugh Memorial Scholarship,"BioMatrix SpRx is a nationwide family of specialty pharmacies -Dedicated to Making a Difference- in the lives of people with bleeding disorders and other chronic health conditions. By pairing clinical expertise and peer based social support, BioMatrix increases quality of life and reduces overall healthcare costs.",BioMatrix SpRx Bleeding Disorders
216389,"$1500 scholarship for MEN with hemophilia. Tim Kennedy (1962- 2011) Those who knew Tim remember his ability to make most anyone smile and share a hearty laugh. Though life had dealt him a rough hand, Tim kept an air about him that was truly inspiring. As a father and husband, the love he showed his two children and wife knew no bounds. As a friend, he was always ready to listen, share and comfort - most often with his signature sense of humor. As a member of the bleeding disorders community, Tim was devoted to helping his peers look past their health conditions and enjoy every moment of life for all it's worth.",BioMatrix Tim Kennedy Memorial Scholarship,"BioMatrix SpRx is a nationwide family of specialty pharmacies -Dedicated to Making a Difference- in the lives of people with bleeding disorders and other chronic health conditions. By pairing clinical expertise and peer based social support, BioMatrix increases quality of life and reduces overall healthcare costs.",BioMatrix SpRx Bleeding Disorders
216390,"$1500 scholarship for men with hemophilia or von Willebrand Disease and their immediate family members. Born with severe hemophilia when treatment for people with bleeding disorders was nonexistent predisposed Ron, as with many of his generation, to a lifetime of pain, struggle for better care, and the fight against stigma and prejudice. Ron endured challenges and faced each with grace and an air of, ""I can handle that, no problem."" He exemplified the meaning of compassion towards others and practiced more than preached what it meant to be an advocate. He was a great friend and a trusted source of advice and wisdom. Ron’s commitment to the bleeding disorder community was surpassed only by his love for his family.",BioMatrix Ron Niederman Memorial Scholarship,"BioMatrix SpRx is a nationwide family of specialty pharmacies -Dedicated to Making a Difference- in the lives of people with bleeding disorders and other chronic health conditions. By pairing clinical expertise and peer based social support, BioMatrix increases quality of life and reduces overall healthcare costs.",BioMatrix SpRx Bleeding Disorders
216391,"$1500 scholarship for men and women with Hemophilia. Mark Coats (1956-1963) was just a young child when he passed from hemophilia-related issues. Mark was born in an entirely different era of bleeding disorders treatment and was not able to live a near normal life as most people with hemophilia do today. With his smiling eyes and sweet grin, we are reminded that every child deserves a chance to lead a full and happy life. We look to Mark as a reminder of what living with a bleeding disorder was like not that long ago and how blessed we are to have the treatments and medical advances we have today.",BioMatrix Mark Coats Memorial Scholarship,"BioMatrix SpRx is a nationwide family of specialty pharmacies -Dedicated to Making a Difference- in the lives of people with bleeding disorders and other chronic health conditions. By pairing clinical expertise and peer based social support, BioMatrix increases quality of life and reduces overall healthcare costs.",BioMatrix SpRx Bleeding Disorders
216393,"Community college can be one of the most cost-effective options for people looking to start or change their careers; however, tuition can still be a large burden for many individuals. To help those with high financial need, SR Education Group is awarding $2,500 community college scholarships. To provide our judges with a true understanding of each applicant, he or she must answer two open-ended, personal, and thought-provoking questions. The students whose responses are the most persuasive, compelling, and well-written, as judged by our panel, will be considered finalists.",Community College Scholarship,"SR Education Group is an organization responsible for creating and maintaining websites aimed at connecting students with the resources necessary to complete their educations–from learning about what degree programs are available, connecting with schools offering those programs, or finding out how other students review those schools. We award scholarships to students in need and work to provide as much support and information as possible so that online education is attainable for anyone who wants it.",SR Education Group
216395,"SR Education Group is awarding two need-based scholarships of $5,000 each quarter. The scholarships will rotate to help target under-served populations: Military scholarships (two $5,000 winners)–veterans/active military, their sons, daughters, or spouses; spouses, sons, and daughters of deceased veterans or deceased active duty members are also eligible; children of service members/veterans must be under the age of 21, or if full-time students, under the age of 23. Scholarship for Women (two $5,000 winners): Female students enrolled at a private or public educational institution, and working towards a certificate, diploma, or degree. Scholarship for Minorities (two $5,000 winners)-minority students (Hispanic, African-American, Asian, or Native American ethnicity) enrolled at a private or public educational institution, and working towards a certificate, diploma, or degree. A child is a military dependent through age 21, or through age 23, if enrolled as a full time college student.",SR Education Group $5K Scholarships,"SR Education Group is an organization responsible for creating and maintaining websites aimed at connecting students with the resources necessary to complete their educations–from learning about what degree programs are available, connecting with schools offering those programs, or finding out how other students review those schools. We award scholarships to students in need and work to provide as much support and information as possible so that online education is attainable for anyone who wants it.",SR Education Group
216398,"Dream big and tell us where you see yourself moving to start your professional life after college. Dreaming of startups in Redwood City or helping urban development in Buffalo? Focusing on intelligence and politics in Washington, D.C. or educating Bostonian minds? Whether you are planning on moving out of state or staying local, we want to know about it. In no more than 500 words, let us know where you plan to move once you finish your education and why. Winners will be chosen by committee review. Judges will be looking for passion and commitment to the dream. Applicant must be a current college student or recent college graduate (within one year) at time of award announcement on December 31, 2017. Apply online. www.unpakt.com/scholarship",Unpakt College Scholarship,"Unpakt is the website that makes it easy to compare verified moving companies, plan and book a move online and all in one place.",Unpakt LLC
216405,JacksonWhite seeks to encourage personal and professional growth through higher education. The JacksonWhite Labor Law Bi-Annual Scholarship has been established to support hardworking individuals of any educational background. Education is essential to a successful future and JacksonWhite Law is proud to support determined students.,JacksonWhite Bi-Annual Labor Law Scholarship,"JacksonWhite offers a full range of legal services to assist individuals, families and businesses in achieving success in a wide range of legal matters.",JacksonWhite Attorneys at Law
216408,"The Helen Lansdowne Resor Scholarship is an international opportunity that awards up to $10,000 for five creative women. Winners also get an internship at J. Walter Thompson, one-on-one mentorship and first-look placement upon graduation. So, who is Helen? A game changer, that's who. It started in 1908, when Helen Lansdowne was hired by J. Walter Thompson Cincinnati as the industry's first female copywriter. She soon moved to the New York office, where she rose through the ranks as a creative powerhouse. She hired and mentored dozens of creative women, ensuring that the female voice was represented in J. Walter Thompson's work. Who's eligible? Female students registered at an undergraduate, graduate, and/or portfolio school with at least 12 months of school left as of May 14, 2018. To throw your headband into the ring, apply! Visit http://www.jwt.com/ https://www.jwt.com/hlrscholarship/",Helen Lansdowne Resor Scholarship,"J. Walter Thompson is the world's best-known marketing communications brand. Headquartered in New York, J. Walter Thompson is a true global network with more than 200 offices in over 90 countries employing over 12,000 marketing professionals.",J. Walter Thompson
216410,"The Pedro Zamora Young Leaders Scholarship is open to all current high school seniors, and college freshman, sophomores and juniors (ages 27 and younger) who demonstrate an active commitment to fighting HIV/AIDS and taking on roles of public service and leadership. Examples include (but are not limited to): serving in peer-education and prevention programs; working in the reproductive-health and sexual health field; pursuing a medical degree to work with HIV-positive individuals; international service providing AIDS-related care and/or HIV-prevention education; research in established and emerging technologies designed to mitigate the epidemic; or activism and social change efforts that address issues contributing to the epidemic, like education and drug sentencing reform, employment and economic justice issues, housing and homelessness. All applicants must describe their current leadership efforts/experience, its significance to the HIV/AIDS epidemic, as well as their how their future career plans or public service will be an extension of their current efforts. Applicants must provide at least one letter of recommendation from a teacher, program coordinator, supervisor/ally/community leader who is directly involved in their HIV/AIDS-related service, leadership, or field of study. A panel of community leaders will judge the applications. Submissions must include the following five items: 1. A complete application; 2. A brief personal statement (not to exceed 500 words) describing some of the ways that you provide service and/or leadership in the fight against HIV/AIDS and how your studies, career plans, or public service will contribute to the fight against HIV/AIDS; 3. A written essay, not to exceed 1,500 words, in which you reflect on the ways in which your life has been impacted by HIV/AIDS; explore and describe the ways in which you are providing public service or leadership that makes a difference in the lives of people with HIV/AIDS, or people at risk; and detail how the scholarship will help you in your career path and how that career will allow you to continue to fight HIV/AIDS in a way that makes a difference; 4. At least one written letter of recommendation from a teacher, program coordinator, supervisor/ally/community leader or other adult who is directly involved in your HIV/AIDS-related service, leadership, or field of study; 5. A transcript from current high school or college that demonstrates a minimum 2.5 GPA overall, or in the immediate past two semesters or three trimesters. Application/Personal Statement deadline is 5:00 PM, PST, Monday, May 1st, 2017. Essay/Letter(s) of Recommendation/Transcript deadline is 5:00 PM, PST, Friday, May 26th, 2017.",Pedro Zamora Young Leaders Scholarship,"The National AIDS Memorial is a federally-designated national memorial dedicated to all lives touched by AIDS. Its mission is to provide, in perpetuity, a place of remembrance so that the lives of people who died from AIDS are not forgotten and the story is known by future generations.",National AIDS Memorial
216411,"Citrix RightSignature will award $10,000 in scholarship awards to the top three students who submit the best essays. Finalists will be chosen by a panel of judges, including RightSignature founder Daryl Bernstein. 1st Place - $5,000 2nd Place - $3,000 3rd Place - $2,000 Deadline Submissions are due by May 15th, 2017. Winners will be announced in late June. Essay Prompt A signature has many uses. Whether it is being used to finalize a contract, serve as a souvenir, or sign a petition, your signature is an indelible symbol of your individuality and personal integrity. Tell us about a signature you have either given or received that was important in your life. Application Tips Essays should be 600-800 words. Be creative, use proper grammar, check your spelling and most importantly be yourself!",Citrix RightSignature Signature Stories Scholarship Contest,"We're partnering with our customers to shape how the future works. We're advancing digital workspace technology to unify and enrich user experience, secure enterprise apps and data, and simplify IT’s ability to configure, monitor, and manage today’s increasingly complex hybrid and multi-cloud environments. It’s how we keep people, organizations, and things connected—anywhere, any time, on any device.",Citrix Systems
216412,"If you are currently enrolled in college or headed there in 2017 and want to win a $1000 scholarship to help cover expenses, consider entering the Crescent Electric College Scholarship Contest. Crescent Electric Supply Company will award a $1000 scholarship to a highly motivated student who can thoughtfully share a photo of their effort to minimize energy usage on social media.",Crescent Electric Supply Company's Energy Efficient Scholarship,"With 141 distribution facilities in 27 states, Crescent Electric Supply Company is one of the largest independent distributors of electrical hardware and supplies in the U.S. Crescent Electric serves contractors, original equipment manufacturers (OEM) and the maintenance, repair, and operations needs of commercial, industrial, institutional and utility customers nationwide.",Crescent Electric Supply Company
216414,"The Paula Kovarick Segalman Family Scholarship Fund for ALS was established by the Segalman Family to provide educational funding to students affected by ALS, also known as Lou Gehrig's disease. ALS is a fatal disease affecting families physically, emotionally and financially. The cost of care for someone with ALS can exceed $200,000 a year. The fund looks to alleviate some of the additional financial burdens that families will face when paying for college. Applicant must have a parent or legal guardian currently battling ALS or who has passed away from the disease. Annual household income must be less than $50,000. Below is the URL link for more about the scholarship, eligibility requirements, and the application process http://webdc.alsa.org/site/PageNavigator/DC_Chapter/DC_6_Paula_Segalman_Scholarship.html",Paula Kovarick Segalman Family Scholarship Fund,"The ALS Association - DC/MD/VA Chapter serve the needs of those living with ALS (Amyotrophic Lateral Sclerosis) and their families throughout Washington, D.C., Maryland and Virginia. The ALS Association is the only national not-for-profit health organization dedicated solely to the fight against ALS and battling the disease on every front. The ALS Association covers all the bases - research, patient and community services, public education, and advocacy.",ALS Association
216423,"Entrants for our scholarship must submit a minimum of a 600-word typed essay on one of the following two topics to be judged by partners Joe Benson and Ben Bingham at the conclusion of the deadline: 1. Premises Security: Given the Mandalay Bay Shooting, what steps should hotels take to insure the safety and security of their guests? or 2. Consumer Product Safety: When are the affixed warnings regarding the potential risk of injury obvious enough to warrant not having them? [A product is defective for its failure to be accompanied by suitable and adequate warnings concerning its safe and proper use, if the absence of such warnings renders the product unreasonably dangerous. To be adequate a warning must be: (1) designed to reasonably catch the consumer's attention, (2) that the language be comprehensible and give a fair indication of the specific risks attendant to use of the product, and (3) that warnings be of sufficient intensity justified by the magnitude of the risk.] In order to be eligible for the scholarship award, applicants must adhere to the following scholarship criteria: currently enrolled in or recently accepted to an accredited law school; a United States citizen or permanent resident; have a cumulative GPA of 3.0 or higher. A copy of your college transcript (unofficial) must accompany the application. Proof of law school acceptance or attendance must accompany the application. Applications must be received electronically by August 31, 2018 to the following email address: scholarship@bensonbingham.com. In the subject line, please reference: Benson & Bingham Annual Scholarship Application. One grand prize winner will receive a one-time payment of $2,000 and two one-time runner up awards a payment of $250 to be applied to the law school of their admission/attendance. Essays may be published by Benson & Bingham, so please refrain from submitting anything personal, vulgar or inappropriate for the web. The winner of the award will be announced by October 31st, 2018.",Benson & Bingham Annual Scholarship,"Benson & Bingham is a Las Vegas and Southern Nevada personal injury and accident law firm with three offices in the Las Vegas Valley: Downtown, Summerlin and Henderson, Nevada.",Benson & Bingham
