ID,BATCH,FILL00,COMMENTS,DESC1,DESC2,DESC3,DESC4,CNAME1,CNAME2,FILL01,CADDR,CCITY,CST,CZIP,CZIP2,FILL02,M-STUD1,M-STUD2,M-STUD3,M-STUD4,M-STUD5,M-STUD6,M-STUD7,M-STUD8,M-STUD9,M-STUD10,M-STUD11,M-STUD12,SFUND,FILL03,LOAWDS,HIAWDS,SDONOR,PCTAWD,LOAMNT,HIAMNT,FILL05,APDLMO,APDLDA,FILL06,APPLAPPL,APPLTRAN,APPLAUTO,APPLTEST,APPLINTE,APPLFINE,APPLESSA,APPLREFS,APPLSPEC,APPLCOMC,APPLFEE,CONTNAME,CONTNAM2,CONTNAM3,CONTADDR,CONTCITY,CONTST,CONTZIP1,CONTZIP2,CONTAREA,CONTEXCH,CONTLINE,CONTEXT,PUBFUND1,PUBFUND2,PUBDONR1,PUBDONR2,APPLHS,APPLHSN,FILL07,SCHOL,LOAN,FILL08,RENYES,RENNO,MALE,FEMALE,MAR,SIN,AU17,A18,A1920,A21,A2224,A25,A2630,A3134,A35,UHALF,UTHIRD,UFOURTH,FRESH,SOPH,JUNIOR,SENIOR,GSTU,TWOYR,FOURYR,TRTECH,BLIND,DEAF,PHYS,INDESK,ASIAN,BLACK,HISP,ANYSVC,AF,ARMY,NAVY,MARINES,CG,KD,STUD1,STUD2,STUD3,STUD4,STUD5,STUD6,STUD7,ST1,ST2,ST3,ST4,ST5,ST6,ST7,ST8,ST9,ST10,REL1,REL2,REL3,ETH1,ETH2,ETH3,ETH4,ETH5,EMP1,EMP2,EMP3,TAL1,TAL2,TAL3,CVC1,CVC2,CVC3,SUP,UPDYR,UPDMO,UPDDA,ANY-YR,PUB,PRIZE,INTERN,HS-YES,HS-NO,SASE,STUD8,STUD9,STUD10,STUD11,STUD12,TAL4,TAL5,CON-NO,FEE-NO,CONTESTN,APPLFEEN,ST11,ST12,ST13,ST14,ST15,CONTFAC,CONTFEX,CONTFLIN,CONTFEXT,SVLOGMO,SVLOGDA,SVLOGYR,SRC1,SRC2,SRC3,SRC4,NUMAWD,TOTALAWD,CORPCD,AIRNG,ARMYNG,NAVYNG,MARINENG,DESC5,LEARN,DONDES1,DONDES2,DONDES3,DONDES4,FEEAMT,AWARD-NON-US,SR-ST1,SR-ST2,SR-ST3,SR-ST4,SR-ST5,SR-ST6,SR-ST7,SR-ST8,SR-ST9,SR-ST10,SR-ST11,SR-ST12,SR-ST13,SR-ST14,SR-ST15,SPONSOR-URL,CONTACT-EMAIL,SRC1-Y,SRC1-N,FT_ONLY,PT_ONLY,FT_PT
149710,,,,Merit-based award available to undergraduate students w,ho are legally blind in both eyes. Submit certificate of leg,al blindness and proof of acceptance at an accredited postse,"condary institution, as well as scholarship application, hig",,,,,,,,,,1,,,,,,,,,,,,ACB Scholarships,,16,20,,,1000,3500,,2,15,,X,,X,,X,,X,,,,,,,,,,,,,,,,,American Council of the Blind Scholarships,,American Council of the Blind,,,X,,X,,,,X,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,18,25000,,,,,,h school or college transcripts and other supporting documen,,The Council strives to improve the well-being of all blind,and visually impaired people by serving as a representative,national organization of blind people.,,,,,,,,,,,,,,,,,,,www.acb.org/,,X,,,,X
149711,,,,Scholarships available to those whose family is a membe,r of the Northeastern Loggers' Association or whose family m,ember is an employee of an Industrial or Associate Members o,f the Northeastern Loggers' Association. Must submit paper o,,,,,,,,,,,,,,,,,,,,,,Northeastern Loggers' Association Scholarship,,6,10,,,500,1000,,3,31,,X,X,,,,,X,,,X,,,,,,,,,,,,,,Northeastern Loggers' Association Scholarships,,Northeastern Loggers' Association Inc.,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NL,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,8,6000,,,,,,"n topic of ""What it means to grow up in the forest industry""",,A regional trade group representing more than 2000 members,"of the Northeast and Lake States' logging, sawmilling, and",forest products community.,,,,,,,,,,,,,,,,,,,www.northernlogger.com/,,,X,X,,
149712,,,,One-time award for National Student Nurses' Association,members and nonmembers enrolled in nursing programs. Gradua,ting high school seniors are not eligible. Send self-address,ed stamped envelope with two stamps for application.,,,,,,,,,,NU,,,,,,,,,,,,Fndn. of the Natl. Student Nurses' Assn. Schol.,,,,,,1000,2500,,1,11,,X,X,,,,X,,,,,X,,,,,,,,,,,,,Foundation of the National Student Nurses' Association General Scholarships,,Foundation of the National Student Nurses' Association,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,The foundation is organized exclusively for charitable and,educational purposes. Also this foundation awards scholarsh,ips to qualified nursing students.,,10,,,,,,,,,,,,,,,,,www.nsna.org/,,,X,,,X
149714,,,,Award for college students who wish to pursue summer st,"udies doing field work, research, or classroom work in the e","nvironmental field following their freshman, sophomore, or j",unior years. Work may award academic credit but should be in,,,,,,,,,,AG,ES,EV,NR,,,,,,,,,Elizabeth Gardner Norweb Scholarship,,1,,,,3000,,,2,10,,X,,,,,,X,,,,,,,,,,,,,,,,,Elizabeth Gardner Norweb Summer Environmental Studies Scholarship,,Garden Club of America,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,addition to required courses.,,The purpose of The Garden Club of America is to stimulate t,"he knowledge and love of gardening, to share the advantages"," of association by means of educational meetings, conferenc",es and publications.,,,,,,,,,,,,,,,,,,www.gcamerica.org/,,,X,X,,
149721,,,,Applicant must be a full-time student enrolled in an ac,credited postsecondary educational institution working towar,"d an associate, bachelor's, or master's degree. Must demonst","rate financial need, academic achievement, service orientati",,,,,,,,,,CO,FO,FS,GR,JO,LE,PJ,PR,CU,HE,MK,HY,Int'l Foodservice Editorial Council Comm Schol.,,1,8,,,250,6000,,3,15,,X,,,,,,X,,,,,,,,,,,,,,,,,International Foodservice Editorial Council Communications Scholarship,,International Foodservice Editorial Council,,,X,,X,,,,X,,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,PH,WR,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,8,15000,,,,,,"on, and writing ability. Must have background, education, an",,A nonprofit membership association of foodservice communica,"tors that includes writers, editors, public relations and m","arketing communications professionals, educators, consultan",ts and others working in or with the foodservice media.,,,1,,,,,,,,,,,,,,,www.ifeconline.com/,,,X,X,,
149722,,,,Scholarships available for Native American students. Pr,"oof of reservation registration, college acceptance letter,",and financial aid office address required. Merit-based award,. Send self-addressed stamped envelope. Must maintain minimu,,,,,,,,,,,,,,,,,,,,,,Int'l Order-King's Daughter/Son Amer Indian Schol,,45,60,,,500,650,,V,,,X,X,,,,X,X,X,X,,,,,,,,,,,,,,,International Order of the King's Daughters and Sons North American Indian Scholarship,,International Order of The King's Daughters and Sons,,,X,,X,,,X,,,,,,,,,,,,,,,X,,,X,X,X,X,,X,X,X,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,m 2.5 GPA.,,An international and interdenominational organization of Ch,ristian men and women dedicated to service in Christ's name,. The objects of the Order are the development of spiritual,life and the stimulation of Christian activities.,,,,,,,,,,,,,,,,,,www.iokds.org/,,,X,X,,
149724,,,,"Applicants must be low-income women, age 35 or older, w",ho are U.S. citizens or permanent residents of the U.S. purs,"uing a technical/vocational education, an associate degree,",or a first bachelor's degree at a regionally or ACICS accred,,,,,,,,,,,,,,,,,,,,,,Jeannette Rankin Fund Awards,,25,50,,,2000,,,3,17,,X,,,,,X,X,,,,,,,,,,,,,,,,,Jeannette Rankin Women's Scholarship Fund,,Jeannette Rankin Women's Scholarship Fund,,,X,,X,,,X,,,X,,,,,,,,,,,,,,,X,X,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,100,200000,,,,,,ited college. Applications are available on our web site htt,,Jeannette Rankin Womens Scholarship Fund (JRF) provides sch,olarships and support for low-income women 35 and older to,build better lives through college completion.,,,,,,,,,,,,,,,,,,,www.rankinfoundation.org/,,,X,,,X
149725,,,,Award available to students studying respiratory care a,t an American Medical Association-approved institution. Pref,erence given to minority students. Must submit letters of re,commendation and a paper on a respiratory care topic. Must h,,,,,,,,,,HM,TH,,,,,,,,,,,Jimmy A. Young Memorial Educ. Award,,1,,,,,1000,,6,16,,X,X,,,,,,X,X,,,,,,,,,,,,,,,Jimmy A. Young Memorial Education Recognition Award,,American Respiratory Care Foundation,,,X,,,,,,X,,,,,,,,,,,,,,,X,,X,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,1000,,,,,,ave a minimum 3.0 GPA.,,"The foundation is dedicated to furthering the art, science,"," quality, and technology of respiratory care. It is a nonpr","ofit organization involved in supporting research, educatio","n, and charitable pursuits.",,,,,,,,,,,,,,,,,,www.arcfoundation.org/,,,X,,,X
149726,,,,Maximum of eight scholarships are awarded to undergradu,ate and graduate students who have greater than average fina,ncial need. Applicants should be planning a career in nuclea,"r science, nuclear engineering, or a nuclear related field a",,,,,,,,,,NS,,,,,,,,,,,,John and Muriel Landis Schol. Awards,,1,8,,,5000,,,2,1,,X,X,,,,X,,X,,,,,,,,,,,,,,,,John and Muriel Landis Scholarship Awards,,American Nuclear Society,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,4,,,,,,,nd be enrolled or planning to enroll in a college or univers,,"A not-for-profit, international, scientific and educational",organization. The core purpose of the organization is to p,romote the awareness and understanding of the application o,f nuclear science and technology.,,,,,,,,,,,,,,,,,,www.ans.org/,,,X,X,,
149727,,,,Maximum of four scholarships for students who have comp,leted one year in a course of study leading to a degree in n,"uclear science, nuclear engineering, or a nuclear-related fi",eld and who will be sophomores in the upcoming academic year,,,,,,,,,,NS,,,,,,,,,,,,American Nuclear Society Undergraduate Schols.,,4,21,,,2000,,,2,1,,X,X,,,,,,X,,,,,,,,,,,,,,,,American Nuclear Society Undergraduate Scholarships,,American Nuclear Society,,,X,,X,,,,X,,,,,,,,,,,,,,,,,,,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,18,,,,,,,; and a maximum of twenty one scholarships for students who,,"A not-for-profit, international, scientific and educational",organization. The core purpose of the organization is to p,romote the awareness and understanding of the application o,f nuclear science and technology.,,,,,,,,,,,,,,,,,,www.ans.org/,,,X,X,,
149728,,,,Scholarship available to American students interested i,"n studying Norwegian heritage or modern Norway, or Norwegian",students 18 or older interested in studying North American,culture. Selection of applicants is based on a 500-word essa,,,,,,,,,,AE,,,,,,,,,,,,King Olav V Norwegian-American Heritage Fund,,4,8,,,1000,1500,,3,1,,X,X,,,,,X,X,,,,,,,,,,,,,,,,King Olav V Norwegian-American Heritage Fund,,Sons of Norway Foundation,,,X,,X,,,,X,,,,,,,,,,,,,,,X,,X,X,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NO,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,6,7000,,,,,,"y, educational and career goals, community service, work exp",,The foundation is a fraternal benefit society with a focus,on preserving and promoting Norwegian culture and heritage.,,,,,,,,,,,,,,,,,,,,www.sonsofnorway.com/foundation,,,X,X,,
149729,,,,Scholarship for students entering freshman year at a Ca,tholic college or university in United States. Applicant mus,t submit Pro Deo and Pro Patria Scholarship application. Mus,"t be a member or wife, son, or daughter of a member of the K",,,,,,,,,,,,,,,,,,,,,,John W. McDevitt (Fourth Degree) Scholarships,,,,,,1500,,,3,1,,X,X,,X,,,,X,,,,,,,,,,,,,,,,John W. McDevitt (Fourth Degree) Scholarships,,Knights of Columbus,,,X,,X,,,X,,,,,,,,,,,,,,,,X,,X,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RC,,,,,,,,,,,,,,KC,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,nights of Columbus. Minimum 3.0 GPA required. See web site f,,A Catholic family fraternal service organization that was f,ormed to render financial aid to members and their families,.,,,,,,,,,,,,,,,,,,,www.kofc.org/,,,X,X,,
149733,,,,A $2500 scholarship awarded for up to four years to wel,"l-qualified, deserving sons and daughters of members of the",NSDAR. Outstanding recipients will be considered for an addi,tional period of up to four years of study. Must include DAR,,,,,,,,,,,,,,,,,,,,,,NSDAR Lillian and Arthur Dunn Scholarship,,,,,,2500,,,2,15,,X,,,,,X,,,,,,,,,,,,,,,,,,National Society Daughters of the American Revolution Lillian and Arthur Dunn Scholarship,,National Society Daughters of the American Revolution,,,X,,X,,,X,,,,,,,,,,,,,,,,,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DC,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,member number.,,A lineage society and volunteer women's service organizatio,"n that is dedicated to promoting patriotism, preserving Ame","rican history, and securing America's future through better",education for children. Awards scholarships to students sh,,,,,,,,,,,,,,,,,,www.dar.org/,,,X,X,,
149735,,,,Scholarship to assist dependents of deceased or 100 per,cent permanently disabled veterans of service with the 1st M,arine Division in furthering their education towards a Bache,"lor's degree. Awarded to full-time, undergraduate students w",,,,,,,,,,,,,,,,,,,,,,First Marine Division Association Scholarship Fund,,,,,,,1750,,C,,,X,X,,,,,X,,X,,,,,,,,,,,,,,,First Marine Division Association Scholarship Fund,,First Marine Division Association,,,X,,X,,,,X,,,,X,,,,,,,,,,,,,X,X,X,X,,,X,X,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,57,,,,,,,"ho are attending an accredited college, university, or highe",,"The Association seeks to foster, encourage and perpetuate t","he memory, spirit and comradeship in arms of all the vetera","ns of service with, or in support of the first Marine Divis",ion.,,,,,,,,,,,,,,,,,,www.1stmarinedivisionassociation.org/,,,X,X,,
149736,,,,"Available to the sons and daughters of active duty, vet","eran, and deceased Marines, and to the children of qualifyin","g Navy Corpsmen, whose family income does not exceed $96,000",. Must submit proof of parent's service. Apply online at mcs,,,,,,,,,,,,,,,,,,,,,,Marine Corps Scholarship Foundation,,2000,2300,,,1500,10000,,3,1,,X,,,,,X,X,,,,,,,,,,,,,,,,,Marine Corps Scholarship Foundation,,"United States Marine Corps Scholarship Foundation, Inc.",,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,2300,7200000,,,,,,f.org and or email Scholarship@mcsf.org for further informat,,"Since 1962, the Marine Corps Scholarship Foundation has bee",n Honoring Marines by Educating Their Children. The Nation',s oldest and largest provider of need-based scholarships to," military children, the Scholarship Foundation pays particu",,,,,,,,,,,,,,,,,,www.mcsf.org/,,,X,,,X
149737,,,,"Renewable award for students who are unmarried, depende","nt sons, daughters or grandchildren of former or current mem",bers of Second Marine Division or attached units. Must submi,t proof of parent's or grandparent's service. Family adjuste,,,,,,,,,,,,,,,,,,,,,,2nd MarDiv Association Memorial Scholarship Fund,,35,42,,,1200,1500,,4,1,,X,X,,,,X,X,X,,,,,,,,,,,,,,,,Second Marine Division Association Memorial Scholarship Fund,,Second Marine Division Association,,,X,,X,,,,X,,,,X,,,,,,,,,,X,,,X,X,X,X,,X,X,X,,,,,,,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,X,,,,,,,,,,,X,,,,,,,,,,,,,,,,,25,37500,,,,,,"d gross income must not exceed $75,000. Award is merit-based",,The organization's aim is to preserve the traditions to com,"memorate the honors won on the field of battle, and to cele",brate with appropriate ceremonies outstanding deeds perform,ed by this organization.,,,,,,,,,,,,,,,,,,www.2dmardiv.com/,,,X,X,,
149738,,,,Scholarship assistance for children and grandchildren o,f qualified Third Marine Division Association members (Marin,"e or Navy), or qualified service-connected deceased 3rd Mari",ne Division veterans. For further details visit web site htt,,,,,,,,,,,,,,,,,,,,,,Third Marine Division Association Memorial Scholar,,5,25,,,500,1500,,4,15,,X,,,,,X,,,,,,,,,,,,,,,,,,Third Marine Division Association Memorial Scholarship Fund,,"Third Marine Division Association, Inc.",,,X,,X,,,X,,,,,,,,,,,,,,,,,,X,X,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,12,11000,,,,,,p://www.caltrap.com. Total number of awards varies.,,Fraternal association of former members of Third Marine Div,ision from any period.,,,,,,,,,,,,,,,,,,,,www.caltrap.com/,,,X,X,,
149742,,,,"Awards students with a minimum 3.0 GPA, enrolled in an",American Medical Association-approved respiratory care progr,am. Must be U.S. citizen or permanent resident. Need proof o,f college enrollment. Must submit an original referenced pap,,,,,,,,,,HM,TH,,,,,,,,,,,"Morton B. Duggan, Jr. Memorial Education Awd.",,1,,,,,1000,,6,16,,X,X,,,,,,X,X,,,,,,,,,,,,,,,"Morton B. Duggan, Jr. Memorial Education Recognition Award",,American Respiratory Care Foundation,,,X,,X,,,,X,,,,,,,,,,,,,,,X,,X,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,1000,,,,,,er on respiratory care. Preference given to Georgia and Sout,,"The foundation is dedicated to furthering the art, science,"," quality, and technology of respiratory care. It is a nonpr","ofit organization involved in supporting research, educatio","n, and charitable pursuits.",,,,,,,,,,,,,,,,,,www.arcfoundation.org/,,,X,,,X
149743,,,,"Five hundred awards ranging from $1,000 to $12,500 per","year, renewable for four years, are allocated nationally by",state quota for graduating high school seniors. Based on sch,"olarship, leadership, and financial need. Must be a U.S. cit",,,,,,,,,,,,,,,,,,,,,,Most Valuable Student Scholarship,,500,,,,4000,50000,,11,27,,X,,,,,X,X,,,,,,,,,,,,,,,,,Elks National Foundation Most Valuable Student Scholarship Contest,,Elks National Foundation,,X,,,X,,,X,,,,,,,,,,,,,,,,,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LS,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,500,2440000,,,,,,"izen pursuing a 4-year degree full-time at an accredited, de",,A nonprofit charitable organization dedicated to providing,a better future for America's youth and building stronger c,ommunities. Elks are involved in a wide variety of programs,", including scholarships, youth programs, drug education, a",,,,,,,,,,,,,,,,,,www.elks.org/enf,,,X,X,,
149745,,,,Applicants must be sponsored by a member of the Nationa,l Association of Plumbing-Heating-Cooling Contractors. Must,pursue studies in a major related to the plumbing-heating-co,oling industry. Visit web site for additional information.,,,,,,,,,,BS,ER,ET,ME,MR,TT,,,,,,,PHCC Educational Foundation Schol. Prog.,,1,4,,,2500,5000,,5,1,,X,,,,X,,X,,,,,,,,,,,,,,,,,PHCC Educational Foundation Scholarship Program,,Plumbing-Heating-Cooling Contractors Education Foundation,,,X,,X,,,,X,,,,,,,,,,,,,,X,,,X,X,X,X,,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,4,11000,,,,,,,,The PHCC Educational Foundation offers contractor education,and student scholarships to elevate the technical and busi,ness competence of the plumbing-heating-cooling industry.,,,,,,,,,,,,,,,,,,,www.phccfoundation.org/scholarships,,,X,X,,
149748,,,,Merit-based scholarship requires academic excellence an,"d leadership, permanently resides  in United States/Puerto R","ico, and accredited institution's degree program (in US/PR)",directed toward financial independence (excludes degrees in,,,,,,,,,,1,,,,,,,,,,,,"Charles and Melva T. Owen Scholarship for $10,000",,1,,,,10000,,,3,31,,X,,,,X,,X,,,,,,,,,,,,,,,,,"Charles and Melva T. Owen Scholarship for $10,000",,National Federation of the Blind (NFB),,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,1,,,1,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,1,10000,,,,,,religious studies or solely for cultural education). Winner,,"Established 1940, having 700-some chapters nationwide and o","ver 50,000 members, the National Federation of the Blind of",the United States improves blind peoples' lives through ad,"vocacy, education, research, technology, and programs to en",,,1,,,,,,,,,,,,,,,www.nfb.org/scholarships,,,X,,,X
149749,,,,"Merit-based award for U.S. citizens, permanent resident","s, eligible non-citizens or DACA of Hispanic heritage with p",lans to enroll full time in an accredited U.S. 4 year univer,sity in the upcoming academic year. Applicants must have a m,,,,,,,,,,,,,,,,,,,,,,HSF/General College Scholarship Program,,2200,5000,,,500,5000,,3,30,,X,,,,,X,X,,,,,,,,,,,,,,,,,HSF/General College Scholarship Program,,Hispanic Scholarship Fund,,,X,,X,,,,X,,,,,,,,,,,,,,,X,,X,X,X,X,X,,X,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,HS,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,4400,34000000,,,,,,inimum 3.0 GPA. Must complete FAFSA or state based financial,,To strengthen America by advancing higher education for His,panic Americans.,,,,,,,,,,,,,,,,,,,,HSF.net,,,X,X,,
149750,,,,A one-time award available to graduating high school se,"niors, who are members of the Junior Classical League. Prefe",rence is given to students who plan to major in the classics,.,,,,,,,,,,CL,FL,HU,,,,,,,,,,National Junior Classical League Scholarship,,7,,,,1000,2000,,4,1,,X,,,,,,X,,,,,,,,,,,,,,,,,National Junior Classical League Scholarship,,American Classical League/National Junior Classical League,,X,,,X,,,,X,,,,,,,,,,,,,,,,,X,,,,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FL,,,JC,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,7,7500,,,,,,,,Foster the study of classical languages in the United State,s and Canada. Membership is open to any person who is commi,tted to the preservation and advancement of the classical i,nheritance from Greece and Rome.,,,,,,,,,,,,,,,,,,www.aclclassics.org/,,,X,X,,
149751,,,,Awards available for entrants ages 13 years & older. Mu,st enter at district and/or state level with home-constructe,d garment of at least 60 percent wool.  Applicant must model,garment. National entry fee is $12 for regular contest and,,,,,,,,,,FD,,,,,,,,,,,,National &quot;Make It With Wool&quot; Competition,,2,26,,,25,1500,,,,,X,,,,,,,,,,X,,,,,,,,,,,,,National Make It With Wool Competition,,American Sheep Industry Association,,,X,,,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,AB,CA,CO,CT,DE,FL,GA,ID,IL,IN,1,,,1,,,,,1,,,SW,,,,,,,,,,,,X,,X,,,,,,,,,,,,,,KS,KY,MA,MD,ME,,,,,,,,,,,,26,7300,,,,,,$20 for Fashion/Apparel Design students.  District and state,,The national organization representing the interests of the," 88,000 sheep producers located throughout the United State",s.,,12,,AK,AL,AR,AZ,CA,CO,CT,DC,DE,FL,GA,IA,ID,IL,IN,www.sheepusa.org/,,,X,,,X
149755,,,,Renewable scholarship for graduating high school senior,s. Must be a woman and a current junior member of the Americ,"an Legion Auxiliary, with a three-year membership history.",,,,,,,,,,,,,,,,,,,,,,,ALA Spirit of Youth Scholarship for Junior Members,,5,,,,5000,,,3,1,,X,,,,,,X,,,,,,,,,,,,,,,,,American Legion Auxiliary Spirit of Youth Scholarships for Junior Members,,American Legion Auxiliary National Headquarters,,X,,,X,,,,X,,X,,,,,,,,,,,,,X,,X,X,X,X,,,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LA,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,5,25000,,,,,,,,"In the spirit of Service, Not Self, the mission of the Amer",ican Legion Auxiliary is to support The American Legion and,to honor the sacrifice of those who serve by enhancing the," lives of our veterans, military, and their families, both",,,,,,,,,,,,,,,,,,www.ALAforVeterans.org,,,X,X,,
149756,,,,Scholarship of $1000 for students who are in financial,need and have been accepted or are attending an accredited s,"chool of occupational therapy including art, music or physic",al therapy. A letter of acceptance into the occupational the,,,,,,,,,,TH,,,,,,,,,,,,NSDAR Occupational Therapy Scholarships,,,,,,1000,,,2,15,,X,,,,,X,X,,,,,,,,,,,,,,,,,National Society Daughters of the American Revolution Occupational Therapy Scholarship,,National Society Daughters of the American Revolution,,,X,,X,,,,X,,,,,,,,,,,,,,,,,X,X,X,X,X,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,,,,,,,,rapy program or the transcript stating the applicant is in t,,A lineage society and volunteer women's service organizatio,"n that is dedicated to promoting patriotism, preserving Ame","rican history, and securing America's future through better",education for children. Awards scholarships to students sh,,,,,,,,,,,,,,,,,,www.dar.org/,,,X,,,X
149757,,,,One-time award of $500 to $1000 available to undergradu,ate students. Applicants must maintain a 3.0 GPA and have de,clared a major in accounting. Must submit an appraisal form,and transcripts in addition to application. Must be U.S. or,,,,,,,,,,AT,,,,,,,,,,,,National Society of Accountants Schol,,,40,,,500,1000,,3,10,,X,X,,,,X,,,X,,,,,,,,,,,,,,,National Society of Accountants Scholarship,,National Society of Accountants,,,X,,X,,,,X,,,,,,,,,,,,,,,X,,X,X,X,X,,X,X,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,X,,,,,,,,,,,,X,,,,,,,,,,,,,,,,,36,33200,,,,,,Canadian citizen attending an accredited U.S. school.,,"The organization provides tax preparation, accounting, audi","ting, financial and estate planning, and management service",s.,,,,,,,,,,,,,,,,,,,www.nsacct.org/,,,X,,,X
